X,Y,business_id,account_name,dba,street_address,zip_code,group_,type,subtype,statute,number,status,ownership_transferable,location_transferable,ObjectId
-83.22299463,42.32926026,12487,"ASSO, INC.",FAIRLANE LIQUOR,18712 Ford Rd,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018156,Active,Y,Y,264
-83.1770508,42.35826502,12522,"DIANE'S PARTY STORE, INC.",DIANE'S PARTY STORE,8700 Schaefer Hwy,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000017889,Active,Y,Y,265
-83.1770508,42.35826502,12522,"DIANE'S PARTY STORE, INC.",DIANE'S PARTY STORE,8700 Schaefer Hwy,48228,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018208,Active,Y,Y,266
-83.00196503,42.34727055,12524,"AMOURI'S GRAND FOODS, INC.",GRAND FOODS,7225 E Jefferson Ave,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000001715,Active,Y,Y,267
-83.18132317,42.42647944,3467,MOORE'S JUANITA LOUNGE INC.,WALL STREET LOUNGE,18458 James Couzens Fwy,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000006568,Active,Y,Y,268
-83.00196503,42.34727055,12524,"AMOURI'S GRAND FOODS, INC.",GRAND FOODS,7225 E Jefferson Ave,48214,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018213,Active,Y,Y,269
-83.02565526,42.36212696,12587,"SUNSET LIQUOR, INC.",SUN SET LIQUOR,3626 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000009989,Active,Y,Y,270
-83.02565526,42.36212696,12587,"SUNSET LIQUOR, INC.",SUN SET LIQUOR,3626 Gratiot Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018311,Active,Y,Y,271
-82.93505789,42.41681469,12634,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4355,17170 Harper Ave,48224,Retail - Off Premises,Specially Designated Merchant,,,L-000004993,Active,Y,Y,272
-82.93505789,42.41681469,12634,"APEX DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4355,17170 Harper Ave,48224,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018392,Active,Y,Y,273
-83.04194987,42.33160464,12739,"MILLENDER CENTER FOOD PLAZA, INC.",MILLENDER CENTER FOOD PLAZA,575 Brush St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000003291,Active,Y,Y,274
-83.04194987,42.33160464,12739,"MILLENDER CENTER FOOD PLAZA, INC.",MILLENDER CENTER FOOD PLAZA,575 Brush St,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018546,Active,Y,Y,275
-83.0837738,42.3464017,12759,"BASIL PARTY STORE, INC.",BASIL PARTY STORE II,4515 Grand River Ave,48208,Retail - Off Premises,Specially Designated Merchant,,,L-000007990,Active,Y,Y,276
-83.0837738,42.3464017,12759,"BASIL PARTY STORE, INC.",BASIL PARTY STORE II,4515 Grand River Ave,48208,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018577,Active,Y,Y,277
-83.15651993,42.44551881,12777,"BOTTOM'S UP, INC. PARTY STORE",BOTTOM'S UP PARTY STORE,8523 W 8 Mile Rd,48221,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018604,Active,Y,Y,278
-83.15651993,42.44551881,12777,"BOTTOM'S UP, INC. PARTY STORE",BOTTOM'S UP PARTY STORE,8523 W 8 Mile Rd,48221,Retail - Off Premises,Specially Designated Merchant,,,L-000019365,Active,Y,Y,279
-83.14166472,42.44107565,12786,"TOM'S LIQUOR PALACE, INC.",LIQUOR PALACE,20082 Livernois Ave,48221,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018618,Active,Y,Y,280
-83.07190519,42.34129112,12791,"H&L CONVENIENCE STORE, INC.",NORM'S LIQUOR EXPRESS,3401 Grand River Ave,48208,Retail - Off Premises,Specially Designated Merchant,,,L-000004614,Active,Y,Y,281
-83.07190519,42.34129112,12791,"H&L CONVENIENCE STORE, INC.",NORM'S LIQUOR EXPRESS,3401 Grand River Ave,48208,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018624,Active,Y,Y,282
-83.23912143,42.38592218,12872,E.M.T. INC.,HOUSE OF VINO & DELI LIQUOR SHOPPE,20211 Schoolcraft,48223,Retail - Off Premises,Specially Designated Merchant,,,L-000014385,Escrow,Y,Y,283
-83.23912143,42.38592218,12872,E.M.T. INC.,HOUSE OF VINO & DELI LIQUOR SHOPPE,20211 Schoolcraft,48223,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018736,Escrow,Y,Y,284
-82.98502507,42.44044666,12879,"THREE STAR MARKET, INC.",THREE STAR PARTY STORE,19650 Schoenherr St,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000016654,Active,Y,Y,285
-82.98502507,42.44044666,12879,"THREE STAR MARKET, INC.",THREE STAR PARTY STORE,19650 Schoenherr St,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018748,Active,Y,Y,286
-83.05097057,42.33697806,12883,"JAZZ LIQUOR STORE, INC.",JAZZ LIQUOR STORE,2001 Woodward Ave,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000003423,Active,Y,Y,287
-83.05097057,42.33697806,12883,"JAZZ LIQUOR STORE, INC.",JAZZ LIQUOR STORE,2001 Woodward Ave,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018756,Active,Y,Y,288
-83.16964271,42.3732523,13032,"YOUSIF YELDO, INC.",WESTERN LIQUOR STORE,12820 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000018241,Active,Y,Y,289
-83.16964271,42.3732523,13032,"YOUSIF YELDO, INC.",WESTERN LIQUOR STORE,12820 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000018959,Active,Y,Y,290
-82.98133888,42.36865151,13084,"DUEIC, MOHAMED HASAN",HADDAH PARTY STORE,2280 Saint Clair St,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000000083,Active,Y,Y,291
-83.19439208,42.43032689,13091,"FOUR STARS OF MICHIGAN, LLC",SAVON FOODS,15025 W 7 Mile Rd,48235,Retail - Off Premises,Specially Designated Merchant,,,L-000000093,Active,Y,Y,292
-83.11061003,42.30622419,13237,"ADIL, INC.",FAMILIES MARKET,854 Lewerenz St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000000659,Active,Y,Y,293
-83.19645746,42.33980739,3511,"MR. C'S ENTERPRISES, INC.",MR. C'S BAR & GRILL,6615 Greenfield Rd,48228,Retail - On Premises,Class C,Regular,,L-000005375,Active,Y,Y,294
-83.19645746,42.33980739,3511,"MR. C'S ENTERPRISES, INC.",MR. C'S BAR & GRILL,6615 Greenfield Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000009195,Active,Y,Y,295
-83.04035948,42.33455265,3518,"STEPTINA, INC.",FLOOD'S,731 Saint Antoine St,48226,Retail - On Premises,Class C,Regular,,L-000005386,Active,Y,Y,296
-83.04035948,42.33455265,3518,"STEPTINA, INC.",FLOOD'S,731 Saint Antoine St,48226,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000435236,Active,Y,N,297
-83.1596166,42.36636114,3537,CAPERS AND ASSOCIATES INCORPORATED,DOUG'S LOUNGE,10070 W Chicago,48204,Retail - On Premises,Class C,Regular,,L-000005419,Escrow,Y,Y,298
-83.13879296,42.3603743,3573,"VARSITY LOUNGE, INC.",VARSITY LOUNGE,8867 Livernois Ave,48204,Retail - On Premises,Class C,Regular,,L-000005484,Escrow,Y,Y,299
-83.23174951,42.38657043,3575,"HAYDAYS, INC.",FOUR WINDS LOUNGE,19338 Schoolcraft,48223,Retail - On Premises,Class C,Regular,,L-000005488,Escrow,Y,Y,300
-83.23174951,42.38657043,3575,"HAYDAYS, INC.",FOUR WINDS LOUNGE,19338 Schoolcraft,48223,Retail - Off Premises,Specially Designated Merchant,,,L-000014808,Escrow,Y,Y,301
-83.28500297,42.44228778,3685,"SAHABI CONVENIENCE STORE, INC.",OPYUM LOUNGE,24587 W 8 Mile Rd,48219,Retail - On Premises,Class C,Regular,,L-000005674,Active,Y,Y,302
-83.28500297,42.44228778,3685,"SAHABI CONVENIENCE STORE, INC.",OPYUM LOUNGE,24587 W 8 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000013886,Active,Y,Y,303
-83.10656468,42.42022479,3687,"ERIANA PROPERTIES, INC.",LA DOLCE VITA,17546 Woodward Ave,48203,Retail - On Premises,Class C,Regular,,L-000005677,Active,Y,Y,304
-83.10656468,42.42022479,3687,"ERIANA PROPERTIES, INC.",LA DOLCE VITA,17546 Woodward Ave,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000248086,Active,Y,Y,305
-83.05628285,42.3393109,3735,"NEW CASS ENTERPRISES, INC.",HARRY'S BAR,2482 Clifford St,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000001578,Active,Y,Y,306
-83.05628285,42.3393109,3735,"NEW CASS ENTERPRISES, INC.",HARRY'S BAR,2482 Clifford St,48201,Retail - On Premises,Class C,Regular,,L-000005750,Active,Y,Y,307
-83.07100935,42.33162608,3769,"PHASE II, INC.",BOBCAT BONNIE'S,1828 Michigan Ave,48216,Retail - On Premises,Class C,Regular,,L-000005800,Active,Y,Y,308
-83.06412137,42.41893504,3786,BUDDY'S RENDEZVOUS-PIZZARIA LLC,,17125 Conant St,48212,Retail - On Premises,Class C,Regular,,L-000005829,Active,Y,Y,309
-83.06412137,42.41893504,3786,BUDDY'S RENDEZVOUS-PIZZARIA LLC,,17125 Conant St,48212,Retail - Off Premises,Specially Designated Merchant,,,L-000006636,Active,Y,Y,310
-83.10057307,42.30792168,3800,"CLUB INTERNATIONAL, INC.",CLUB INTERNATIONAL,6060 W Fort St,48209,Retail - On Premises,Class C,Regular,,L-000005849,Escrow,Y,Y,311
-83.22087576,42.35801848,3874,"FLOYED-JACKSON, ANTHONY",CLUB JOY LOUNGE,18434 Joy Rd,48228,Retail - On Premises,Class C,Regular,,L-000005958,Escrow,Y,Y,312
-83.05011002,42.33428915,3940,DEE & L DEVELOPMENT CORPORATION,D'MONGOS SPEAKEASY,1439 Griswold St,48226,Retail - On Premises,Class C,Regular,,L-000006060,Active,Y,Y,313
-83.04577143,42.33702195,3942,"MUSIC HALL CENTER FOR THE PERFORMING ARTS, INC.",MUSIC HALL CENTER FOR THE PERFORMING ARTS,350 Madison St,48226,Retail - On Premises,Class C,Regular,,L-000006065,Active,Y,Y,314
-83.06023956,42.35103232,3974,"MAJESTIC THEATRE CENTER, INC.",THE GARDEN BOWL - MAJESTIC CLUB - ROCK-N-BOWL-MAJESTIC THEATRE CENTER,4138 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000006115,Active,Y,Y,315
-83.19706513,42.36118756,4084,FRANS INC.,CLUB JOVONNES,9140 Greenfield Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000003276,Active,Y,Y,316
-83.19706513,42.36118756,4084,FRANS INC.,CLUB JOVONNES,9140 Greenfield Rd,48228,Retail - On Premises,Class C,Regular,,L-000006289,Active,Y,Y,317
-83.04167624,42.33536107,4123,"J.J.S.V. ENTERPRISES, INC.",PIZZA PAPALIS,559 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000006345,Active,Y,Y,318
-83.05840147,42.34220261,4141,ALIBI BUSINESS CORPORATION,TEMPLE BAR,2906 Cass Ave,48201,Retail - On Premises,Class C,Regular,,L-000006377,Active,Y,Y,319
-83.13433563,42.33089195,4173,"FREER BAR, INC.",FREER BAR,7355 Michigan Ave,48210,Retail - On Premises,Class C,Regular,,L-000006429,Active,Y,Y,320
-83.07837855,42.32538819,4264,"MEXICAN VILLAGE OF DETROIT, INC.",MEXICAN VILLAGE,2620 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000006558,Active,Y,Y,321
-83.08709141,42.43298794,4319,"MAPPS, ROBERT",DISCO 7,1627 E 7 Mile Rd,48203,Retail - On Premises,Class C,Regular,,L-000006640,Active,Y,Y,322
-83.04619142,42.33766825,4360,TWENTIETH CENTURY CLUB INCORPORATED,GEM THEATER/CENTURY CLUB,333 Madison St,48226,Retail - On Premises,Class C,Regular,,L-000006698,Active,Y,Y,323
-83.05275656,42.33846681,4489,"OLYMPIA ENTERTAINMENT, INC.",FOX THEATRE,2211 Woodward Ave,48201,Retail - On Premises,Class C,Regular,,L-000006894,Active,Y,Y,324
-83.05275656,42.33846681,4489,"OLYMPIA ENTERTAINMENT, INC.",FOX THEATRE,2211 Woodward Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000011097,Active,Y,Y,325
-83.04866647,42.33609817,4560,MICHIGAN OPERA THEATRE,MICHIGAN OPERA THEATRE,1526 Broadway St,48226,Retail - On Premises,Class C,Regular,,L-000006999,Active,Y,Y,326
-83.04158185,42.33325161,4566,"ATHENIAN FOOD COMPANY, INC.",NIKKI'S PIZZA,735-739 Beaubien St,48226,Retail - On Premises,Class C,Regular,,L-000007005,Active,Y,Y,327
-83.04158185,42.33325161,4566,"ATHENIAN FOOD COMPANY, INC.",NIKKI'S PIZZA,735-739 Beaubien St,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000019469,Active,Y,Y,328
-83.08485278,42.32325606,4623,"XOCHIMILCO, INC.",XOCHIMILCO RESTAURANT,3409 Bagley St,48216,Retail - On Premises,Class C,Regular,,L-000007081,Active,Y,Y,329
-83.08485278,42.32325606,4623,"XOCHIMILCO, INC.",XOCHIMILCO RESTAURANT,3409 Bagley St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000017291,Active,Y,Y,330
-83.28535173,42.41455019,4706,"D.O.G., INC.",DUFFY'S DEN,24800 W McNichols Rd,48219,Retail - On Premises,Class C,Regular,,L-000007228,Active,Y,Y,331
-83.28535173,42.41455019,4706,"D.O.G., INC.",DUFFY'S DEN,24800 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000018112,Active,Y,Y,332
-83.11525395,42.30898976,5049,"CICOTTE ENTERPRISES, INC.",SIDE KICK SALOON,7023 Chatfield St,48209,Retail - On Premises,Class C,Regular,,L-000007754,Active,Y,Y,333
-83.11525395,42.30898976,5049,"CICOTTE ENTERPRISES, INC.",SIDE KICK SALOON,7023 Chatfield St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000017811,Active,Y,Y,334
-83.06480256,42.35819646,5075,THE DETROIT INSTITUTE OF ARTS,THE DETROIT INSTITUTE OF ARTS FOUNDERS SOCIETY,5200 Woodward Ave,48202,Retail - On Premises,Class C,Regular,,L-000007794,Active,Y,Y,335
-83.04379651,42.3312195,5114,"GREENWICH TIME, INC.",GREENWICH TIME LOUNGE,130 Cadillac Sq,48226,Retail - On Premises,Class C,Regular,,L-000007852,Active,Y,Y,336
-83.0418482,42.33546385,5141,"NEW PARTHENON RESTAURANT, INCORPORATED",PARTHENON RESTAURANT,547 Monroe St,48226,Retail - On Premises,Class C,Regular,,L-000007899,Escrow,Y,Y,337
-83.14632059,42.29024077,5254,GIOVANNI'S RISTORANTE INC.,GIOVANNI'S,330 S Oakwood,48217,Retail - On Premises,Class C,Regular,,L-000008066,Active,Y,Y,338
-83.14632059,42.29024077,5254,GIOVANNI'S RISTORANTE INC.,GIOVANNI'S,330 S Oakwood,48217,Retail - Off Premises,Specially Designated Merchant,,,L-000013105,Active,Y,Y,339
-83.08246524,42.32535151,5431,DONOVAN'S PUB INC.,DONOVAN'S PUB,3003 W Vernor Hwy,48216,Retail - On Premises,Class C,Regular,,L-000008303,Active,Y,Y,340
-83.08246524,42.32535151,5431,DONOVAN'S PUB INC.,DONOVAN'S PUB,3003 W Vernor Hwy,48216,Retail - Off Premises,Specially Designated Merchant,,MCL 436.1533(5)(a),L-000435291,Active,Y,N,341
-82.98346429,42.44912715,5446,"PLAYER'S ENTERPRISES, INC.",PLAYER'S LOUNGE,13710 E 8 Mile Rd,48205,Retail - On Premises,Class C,Regular,,L-000008327,Active,Y,Y,342
-83.04180894,42.34730801,5481,"DEARING CO., INC.",BERT'S MARKET PLACE,2735 Russell St,48207,Retail - On Premises,Class C,Regular,,L-000008376,Active,Y,Y,343
-83.04180894,42.34730801,5481,"DEARING CO., INC.",BERT'S MARKET PLACE,2735 Russell St,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000018254,Active,Y,Y,344
-83.06571134,42.40837885,13955,"GABRAIL ENTERPRISES, INC.",SUPER STAR FOOD MARKET,12513 Joseph Campau St,48212,Retail - Off Premises,Specially Designated Merchant,,,L-000003591,Escrow,Y,Y,345
-83.07027929,42.3378734,14295,"KATTY, LILLY & KATTY, SHAWKAT FARAJ",TEMPLE-TRUMBULL MARKET,2846 Trumbull St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000005063,Escrow,Y,Y,346
-83.12769876,42.3404036,14348,STEVE P INC.,LIVERNOIS MC GRAW PARTY STORE,5545 Livernois Ave,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000005260,Active,Y,Y,347
-83.10039899,42.3154456,14419,HADDAD EXPRESS MARKET CORP.,LENA'S MARKET,1503 Junction St,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000005518,Active,Y,Y,348
-83.25106156,42.42933624,14577,"WESTBROOK PARTY STORE, INC.",WESTBROOK PARTY STORE,21200 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000006166,Active,Y,Y,349
-83.12632614,42.31174138,14651,"RITE AID OF MICHIGAN, INC.",RITE AID #4266,7843 W Vernor Hwy,48209,Retail - Off Premises,Specially Designated Merchant,,,L-000006516,Active,Y,Y,350
-83.12632614,42.31174138,14651,"RITE AID OF MICHIGAN, INC.",RITE AID #4266,7843 W Vernor Hwy,48209,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000410958,Active,Y,Y,351
-83.12377689,42.33089778,14852,"HERNANDEZ, JESUS N",ABBY'S PARTY STORE,6509 Michigan Ave,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000007378,Active,Y,Y,352
-83.12377689,42.33089778,14852,"HERNANDEZ, JESUS N",ABBY'S PARTY STORE,6509 Michigan Ave,48210,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000198142,Active,Y,Y,353
-82.99231399,42.3842593,14994,"HARDING MARKET, INC.",HARDING MARKET,10501 E Warren Ave,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000007912,Active,Y,Y,354
-82.99231399,42.3842593,14994,"HARDING MARKET, INC.",HARDING MARKET,10501 E Warren Ave,48214,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000413362,Active,Y,Y,355
-83.0935969,42.43236422,15168,"DALAL, ABDALKARIM",7-EXPRESS-MARKET,1000 E 7 Mile Rd,48203,Retail - Off Premises,Specially Designated Merchant,,,L-000008680,Active,Y,Y,356
-83.16776378,42.41716465,15200,"LIBERTY FOOD CENTER, INC.",LIBERTY FOOD CENTER,10620 W McNichols Rd,48221,Retail - Off Premises,Specially Designated Merchant,,,L-000008820,Active,Y,Y,357
-83.20763293,42.34378891,15226,"B.H.P., INC.",FAIRLINE FOOD CENTER,16520 W Warren Ave,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000008889,Active,Y,Y,358
-82.98769918,42.41976037,15329,"BASHAR & MARK BROTHERS MARKET, INC.",MAZEN FOODS,12740 Gratiot Ave,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000009282,Active,Y,Y,359
-82.93989393,42.40265583,15372,"TWIN A'S, INC.",WARREN AND THREE MILE CHECK CASHING,16301 E Warren Ave,48224,Retail - Off Premises,Specially Designated Merchant,,,L-000009493,Active,Y,Y,360
-83.15198509,42.33104434,15462,"SHOUKRI BROS., INC.",PREMIER EXPRESS MARKET,8930 McGraw St,48210,Retail - Off Premises,Specially Designated Merchant,,,L-000009883,Active,Y,Y,361
-83.15198509,42.33104434,15462,"SHOUKRI BROS., INC.",PREMIER EXPRESS MARKET,8930 McGraw St,48210,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000402694,Active,Y,Y,362
-83.05551194,42.43352706,15592,"FOOD PALACE SUPER MARKET, INC.",FOOD PALACE SUPER MARKET,4809 E 7 Mile Rd,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000010364,Active,Y,Y,363
-83.05551194,42.43352706,15592,"FOOD PALACE SUPER MARKET, INC.",FOOD PALACE SUPER MARKET,4809 E 7 Mile Rd,48234,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000413420,Active,Y,Y,364
-83.22653636,42.41558367,15644,"MICHAEL'S SHORT STOP, INC.",MICHAEL'S SHORT STOP,18850 W McNichols Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000010585,Active,Y,Y,365
-83.14040129,42.39097095,15785,"PERRY DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4498,13939 Livernois Ave,48238,Retail - Off Premises,Specially Designated Merchant,,,L-000011220,Active,Y,Y,366
-83.12054584,42.44688317,15937,"IMPERIAL SUPERMARKET, INC.",IMPERIAL SUPERMARKET,1940 E 8 Mile Rd,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000011884,Active,Y,Y,367
-83.2044345,42.38687213,16007,"SUPREME FOOD CENTER, INC.",SUPREME FOOD CENTER,16137 Schoolcraft St,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000012161,Active,Y,Y,368
-83.19947601,42.40879677,16142,"GREENFIELD SUPER MARKET, INC.",GREENFIELD SUPER MARKET GROCERY,15530 Puritan St,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000012750,Active,Y,Y,369
-83.05083651,42.32571056,16328,"RENAISSANCE 500 TOBACCO SHOP, INC.",RENAISSANCE 500 TOBACCO SHOP,600 WOODBRIDGE STREET,48226,Retail - Off Premises,Specially Designated Merchant,,,L-000013423,Escrow,Y,Y,370
-83.05083651,42.32571056,16328,"RENAISSANCE 500 TOBACCO SHOP, INC.",RENAISSANCE 500 TOBACCO SHOP,600 WOODBRIDGE STREET,48226,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000235337,Escrow,Y,Y,371
-83.01230827,42.38300254,16348,"OLIVER, MATTIE L",MONIQUE'S PARTY STORE,8417 Gratiot Ave,48213,Retail - Off Premises,Specially Designated Merchant,,,L-000013486,Active,Y,Y,372
-82.99506912,42.43487481,16370,"FAMILY FOOD MARKET, INC.",FAMILY FOOD MARKET,12645 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000013553,Active,Y,Y,373
-83.1452317,42.29000603,16506,"GONELLA'S FOODS, INC.",GONELLA'S,295 S Oakwood,48217,Retail - Off Premises,Specially Designated Merchant,,,L-000014153,Active,Y,Y,374
-83.0724559,42.34497545,16507,"JOHNSON, ROBERT",JOHNSON'S PARTY STORE,1336 Selden St,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000014154,Active,Y,Y,375
-83.213885,42.38669938,16592,DE BRUCE CO.,SUPER LAND MARKET,17031 Schoolcraft St,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000014529,Active,Y,Y,376
-82.97169876,42.36640781,16783,"NOYER, INC.",PARKWAY FOODS,11250 E Jefferson Ave,48214,Retail - Off Premises,Specially Designated Merchant,,,L-000015334,Active,Y,Y,377
-82.96375833,42.43577301,16912,"VALERIE, INC.",FOUR J'S MARKET,15291 E 7 Mile Rd,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000015922,Escrow,Y,Y,378
-83.23893498,42.35715499,16962,"KASSA FOODS, INC.",SATURN SUPER FOODS,20221 Joy Rd,48228,Retail - Off Premises,Specially Designated Merchant,,,L-000016141,Active,Y,Y,379
-83.2566842,42.41567628,17113,"NAZ, INC.",OLD REDFORD FOOD CENTER,21673 Grand River Ave,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000016817,Active,Y,Y,380
-83.07658428,42.32547835,17266,"HONEY BEE (LA COLMENA) MARKET, LTD.",HONEY BEE MARKET,2443 Bagley St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000017414,Active,Y,Y,381
-83.19259441,42.37239574,17310,"AMERICANA FOOD STORE, INC.",AMERICANNA WEST SUPERMARKET,15041 Plymouth Rd,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000017625,Active,Y,Y,382
-83.07448719,42.35336007,17329,"UNIVERSITY FOOD CENTER, INC.",UNIVERSITY FOODS,1131 W Warren Ave,48201,Retail - Off Premises,Specially Designated Merchant,,,L-000017717,Active,Y,Y,383
-83.01378265,42.34199171,17353,"PERRY DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4485,3456 E Jefferson Ave,48207,Retail - Off Premises,Specially Designated Merchant,,,L-000017804,Active,Y,Y,384
-83.01378265,42.34199171,17353,"PERRY DRUG STORES, INC.",RITE-AID DISCOUNT PHARMACY #4485,3456 E Jefferson Ave,48207,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000410956,Active,Y,Y,385
-83.12300468,42.39209454,17437,"KING SAVER FOOD, INC.",ATLAS MARKET,2645 W Davison,48238,Retail - Off Premises,Specially Designated Merchant,,,L-000018122,Active,Y,Y,386
-83.15810232,42.40270243,17560,"BLAND, LUCINDA",CHRISTIAN'S PARTY STORE,8824 Fenkell St,48238,Retail - Off Premises,Specially Designated Merchant,,,L-000018665,Escrow,Y,Y,387
-83.08819123,42.31840974,17730,"JARBOU, ABDUL SALAM",SHAUN'S PARTY STORE,3901 Porter St,48216,Retail - Off Premises,Specially Designated Merchant,,,L-000019395,Active,Y,Y,388
-83.17753663,42.39429652,17739,"SHKAGA, INC.",BANNER SUPERMARKET,14424 Schaefer Hwy,48227,Retail - Off Premises,Specially Designated Merchant,,,L-000019441,Active,Y,Y,389
-83.25271104,42.42962785,17842,RAZZOOK'S SONS INC.,QUICK PAC,21320 W 7 Mile Rd,48219,Retail - Off Premises,Specially Designated Merchant,,,L-000019901,Active,Y,Y,390
-83.07318573,42.42346812,17878,"BLUE WATER EXPLORATIONS, LTD.",DIAMOND BELLE,Joseph Campau,48207,Retail - On Premises,Watercraft,,,L-000061046,Active,Y,Y,391
-83.07023478,42.32366291,18470,"LUTHERAN BROTHERS, INC.",,2030 Howard St,48216,Wholesale,Warehouser,,,L-000084030,Active,N,Y,392
-83.0249203,42.44294113,135593,"HEC'S STABLES, INCORPORATED",HEC'S STABLES,20005 Van Dyke St,48234,Retail - On Premises,Class C,Regular,,L-000100840,Active,Y,Y,393
-83.0249203,42.44294113,135593,"HEC'S STABLES, INCORPORATED",HEC'S STABLES,20005 Van Dyke St,48234,Retail - Off Premises,Specially Designated Merchant,,,L-000100841,Active,Y,Y,394
-83.07828078,42.3700733,135799,"CUISINE, INC.",CUISINE,670 Lothrop Rd,48202,Retail - On Premises,Class C,Regular,,L-000101372,Active,Y,Y,395
-82.94592261,42.38785578,136391,"CLYDESTAR, INC.",EAST BAR DETROIT,15045 Mack Ave,48224,Retail - On Premises,Class C,Regular,,L-000102744,Active,Y,Y,396
-83.00456106,42.44241626,136455,"NYJY, INC.",HOOVER MARKET,19934 Hoover St,48205,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000100325,Active,Y,Y,397
-83.00456106,42.44241626,136455,"NYJY, INC.",HOOVER MARKET,19934 Hoover St,48205,Retail - Off Premises,Specially Designated Merchant,,,L-000100326,Active,Y,Y,398
-83.07692541,42.36844667,136981,"NEW CENTER COUNCIL, INC.",NEW CENTER PARK,2998 W Grand Blvd,48202,Retail - On Premises,Class C,Regular,,L-000201239,Active,Y,Y,399
-83.19860911,42.38961597,137562,"EJVJ ENTERPRISES, INC.",BIG V PARTY STORE,14111 Greenfield Rd,48227,Retail - Off Premises,Specially Designated Distributor,Regular,,L-000112555,Active,Y,Y,400
